Capacity,BlockSize,Associativity,WriteThrough,WriteAllocate,MissRate,TotalTime
262144,2,2,0,0,0.204543,2011931
262144,2,2,0,1,0.171471,2975611
262144,2,2,1,0,0.204543,1993591
262144,2,2,1,1,0.171471,2006951
262144,4,2,0,0,0.204543,2011931
262144,4,2,0,1,0.171471,2975611
262144,4,2,1,0,0.204543,1993591
262144,4,2,1,1,0.171471,2006951
262144,8,2,0,0,0.204543,2011931
262144,8,2,0,1,0.171471,2975611
262144,8,2,1,0,0.204543,1993591
262144,8,2,1,1,0.171471,2006951
262144,16,2,0,0,0.160427,1913911
262144,16,2,0,1,0.148548,2883351
262144,16,2,1,0,0.160427,1887211
262144,16,2,1,1,0.148548,1908231
262144,32,2,0,0,0.142371,1880871
262144,32,2,0,1,0.134942,2866871
262144,32,2,1,0,0.142371,1841251
262144,32,2,1,1,0.134942,1862131
262144,64,2,0,0,0.100679,1720311
262144,64,2,0,1,0.0912296,2690551
262144,64,2,1,0,0.100679,1670791
262144,64,2,1,1,0.0912296,1666051
262144,128,2,0,0,0.0792525,1637371
262144,128,2,0,1,0.0733327,2622211
262144,128,2,1,0,0.0792525,1586571
262144,128,2,1,1,0.0733327,1588211
262144,256,2,0,0,0.0697215,1588231
262144,256,2,0,1,0.0649024,2591731
262144,256,2,1,0,0.0697215,1549111
262144,256,2,1,1,0.0649024,1551851
262144,1,4,0,0,0.209599,2034271
262144,1,4,0,1,0.176991,2998611
262144,1,4,1,0,0.209599,2019851
262144,1,4,1,1,0.176991,2032631
262144,2,4,0,0,0.209599,2034271
262144,2,4,0,1,0.176991,2998611
262144,2,4,1,0,0.209599,2019851
262144,2,4,1,1,0.176991,2032631
262144,4,4,0,0,0.209599,2034271
262144,4,4,0,1,0.176991,2998611
262144,4,4,1,0,0.209599,2019851
262144,4,4,1,1,0.176991,2032631
262144,8,4,0,0,0.209599,2034271
262144,8,4,0,1,0.176991,2998611
262144,8,4,1,0,0.209599,2019851
262144,8,4,1,1,0.176991,2032631
262144,16,4,0,0,0.163393,1927171
262144,16,4,0,1,0.151953,2894971
262144,16,4,1,0,0.163393,1905031
262144,16,4,1,1,0.151953,1923531
262144,32,4,0,0,0.144593,1891891
262144,32,4,0,1,0.137036,2875871
262144,32,4,1,0,0.144593,1856071
262144,32,4,1,1,0.137036,1871591
262144,64,4,0,0,0.101964,1725791
262144,64,4,0,1,0.0933791,2699351
262144,64,4,1,0,0.101964,1680751
262144,64,4,1,1,0.0933791,1675631
262144,128,4,0,0,0.0817674,1650871
262144,128,4,0,1,0.0768235,2641171
262144,128,4,1,0,0.0817674,1602631
262144,128,4,1,1,0.0768235,1604491
262144,256,4,0,0,0.0711402,1597291
262144,256,4,0,1,0.0673227,2604191
262144,256,4,1,0,0.0711402,1560311
262144,256,4,1,1,0.0673227,1563151
262144,1,8,0,0,0.212552,2048591
262144,1,8,0,1,0.180907,3018531
262144,1,8,1,0,0.212552,2035891
262144,1,8,1,1,0.180907,2050291
262144,2,8,0,0,0.212552,2048591
262144,2,8,0,1,0.180907,3018531
262144,2,8,1,0,0.212552,2035891
262144,2,8,1,1,0.180907,2050291
262144,4,8,0,0,0.212552,2048591
262144,4,8,0,1,0.180907,3018531
262144,4,8,1,0,0.212552,2035891
262144,4,8,1,1,0.180907,2050291
262144,8,8,0,0,0.212552,2048591
262144,8,8,0,1,0.180907,3018531
262144,8,8,1,0,0.212552,2035891
262144,8,8,1,1,0.180907,2050291
262144,16,8,0,0,0.164395,1936091
262144,16,8,0,1,0.153888,2905091
262144,16,8,1,0,0.164395,1915371
262144,16,8,1,1,0.153888,1932331
262144,32,8,0,0,0.147525,1906391
262144,32,8,0,1,0.140453,2892411
262144,32,8,1,0,0.147525,1873091
262144,32,8,1,1,0.140453,1887351
262144,64,8,0,0,0.104415,1737451
262144,64,8,0,1,0.0960187,2710711
262144,64,8,1,0,0.104415,1695311
262144,64,8,1,1,0.0960187,1687431
262144,128,8,0,0,0.0835171,1658771
262144,128,8,0,1,0.0787323,2649091
262144,128,8,1,0,0.0835171,1611731
262144,128,8,1,1,0.0787323,1613491
262144,256,8,0,0,0.0716045,1599151
262144,256,8,0,1,0.0678687,2606231
262144,256,8,1,0,0.0716045,1562991
262144,256,8,1,1,0.0678687,1565711
262144,1,16,0,0,0.215054,2059011
262144,1,16,0,1,0.182678,3024631
262144,1,16,1,0,0.215054,2047111
262144,1,16,1,1,0.182678,2058411
262144,2,16,0,0,0.215054,2059011
262144,2,16,0,1,0.182678,3024631
262144,2,16,1,0,0.215054,2047111
262144,2,16,1,1,0.182678,2058411
262144,4,16,0,0,0.215054,2059011
262144,4,16,0,1,0.182678,3024631
262144,4,16,1,0,0.215054,2047111
262144,4,16,1,1,0.182678,2058411
262144,8,16,0,0,0.215054,2059011
262144,8,16,0,1,0.182678,3024631
262144,8,16,1,0,0.215054,2047111
262144,8,16,1,1,0.182678,2058411
262144,16,16,0,0,0.164902,1937531
262144,16,16,0,1,0.154133,2904791
262144,16,16,1,0,0.164902,1918691
262144,16,16,1,1,0.154133,1933171
262144,32,16,0,0,0.151188,1923051
262144,32,16,0,1,0.144546,2910891
262144,32,16,1,0,0.151188,1892451
262144,32,16,1,1,0.144546,1906511
262144,64,16,0,0,0.10647,1746251
262144,64,16,0,1,0.098323,2720331
262144,64,16,1,0,0.10647,1706131
262144,64,16,1,1,0.098323,1697951
262144,128,16,0,0,0.084407,1663651
262144,128,16,0,1,0.0796394,2653971
262144,128,16,1,0,0.084407,1616151
262144,128,16,1,1,0.0796394,1617771
262144,256,16,0,0,0.0712219,1598151
262144,256,16,0,1,0.0677784,2605631
262144,256,16,1,0,0.0712219,1562711
262144,256,16,1,1,0.0677784,1565251
262144,1,32,0,0,0.215884,2062971
262144,1,32,0,1,0.182928,3024271
262144,1,32,1,0,0.215884,2052571
262144,1,32,1,1,0.182928,2059251
262144,2,32,0,0,0.215884,2062971
262144,2,32,0,1,0.182928,3024271
262144,2,32,1,0,0.215884,2052571
262144,2,32,1,1,0.182928,2059251
262144,4,32,0,0,0.215884,2062971
262144,4,32,0,1,0.182928,3024271
262144,4,32,1,0,0.215884,2052571
262144,4,32,1,1,0.182928,2059251
262144,8,32,0,0,0.215884,2062971
262144,8,32,0,1,0.182928,3024271
262144,8,32,1,0,0.215884,2052571
262144,8,32,1,1,0.182928,2059251
262144,16,32,0,0,0.16553,1939071
262144,16,32,0,1,0.154623,2905651
262144,16,32,1,0,0.16553,1921631
262144,16,32,1,1,0.154623,1934991
262144,32,32,0,0,0.153037,1931271
262144,32,32,0,1,0.146683,2919651
262144,32,32,1,0,0.153037,1901791
262144,32,32,1,1,0.146683,1916031
262144,64,32,0,0,0.107016,1748091
262144,64,32,0,1,0.0989205,2722311
262144,64,32,1,0,0.107016,1709231
262144,64,32,1,1,0.0989205,1700551
262144,128,32,0,0,0.0849659,1666611
262144,128,32,0,1,0.0801639,2656731
262144,128,32,1,0,0.0849659,1618471
262144,128,32,1,1,0.0801639,1620011
262144,256,32,0,0,0.0713165,1598471
262144,256,32,0,1,0.0679933,2606571
262144,256,32,1,0,0.0713165,1563371
262144,256,32,1,1,0.0679933,1566311
524288,1,1,0,0,0.158342,1791891
524288,1,1,0,1,0.122092,2749531
524288,1,1,1,0,0.158342,1781831
524288,1,1,1,1,0.122092,1775951
524288,2,1,0,0,0.158342,1791891
524288,2,1,0,1,0.122092,2749531
524288,2,1,1,0,0.158342,1781831
524288,2,1,1,1,0.122092,1775951
524288,4,1,0,0,0.158342,1791891
524288,4,1,0,1,0.122092,2749531
524288,4,1,1,0,0.158342,1781831
524288,4,1,1,1,0.122092,1775951
524288,8,1,0,0,0.158342,1791891
524288,8,1,0,1,0.122092,2749531
524288,8,1,1,0,0.158342,1781831
524288,8,1,1,1,0.122092,1775951
524288,16,1,0,0,0.111108,1675171
524288,16,1,0,1,0.0944452,2637631
524288,16,1,1,0,0.111108,1663591
524288,16,1,1,1,0.0944452,1654351
524288,32,1,0,0,0.0782809,1570291
524288,32,1,0,1,0.0687328,2551551
524288,32,1,1,0,0.0782809,1556951
524288,32,1,1,1,0.0687328,1551191
524288,64,1,0,0,0.0426033,1430591
524288,64,1,0,1,0.0364772,2416291
524288,64,1,1,0,0.0426033,1420111
524288,64,1,1,1,0.0364772,1408991
524288,128,1,0,0,0.0245775,1351751
524288,128,1,0,1,0.0199303,2349791
524288,128,1,1,0,0.0245775,1343371
524288,128,1,1,1,0.0199303,1337871
524288,256,1,0,0,0.0158118,1312511
524288,256,1,0,1,0.0116804,2318351
524288,256,1,1,0,0.0158118,1304971
524288,256,1,1,1,0.0116804,1303811
524288,1,2,0,0,0.154344,1772831
524288,1,2,0,1,0.119229,2735291
524288,1,2,1,0,0.154344,1771891
524288,1,2,1,1,0.119229,1761711
524288,2,2,0,0,0.154344,1772831
524288,2,2,0,1,0.119229,2735291
524288,2,2,1,0,0.154344,1771891
524288,2,2,1,1,0.119229,1761711
524288,4,2,0,0,0.154344,1772831
524288,4,2,0,1,0.119229,2735291
524288,4,2,1,0,0.154344,1771891
524288,4,2,1,1,0.119229,1761711
524288,8,2,0,0,0.154344,1772831
524288,8,2,0,1,0.119229,2735291
524288,8,2,1,0,0.154344,1771891
524288,8,2,1,1,0.119229,1761711
524288,16,2,0,0,0.106624,1657431
524288,16,2,0,1,0.0928546,2626231
524288,16,2,1,0,0.106624,1655451
524288,16,2,1,1,0.0928546,1645831
524288,32,2,0,0,0.0743258,1550611
524288,32,2,0,1,0.0667982,2538411
524288,32,2,1,0,0.0743258,1547011
524288,32,2,1,1,0.0667982,1541051
524288,64,2,0,0,0.0394564,1417091
524288,64,2,0,1,0.0348651,2407911
524288,64,2,1,0,0.0394564,1412671
524288,64,2,1,1,0.0348651,1400811
524288,128,2,0,0,0.021508,1343011
524288,128,2,0,1,0.0188125,2346311
524288,128,2,1,0,0.021508,1338131
524288,128,2,1,1,0.0188125,1332591
524288,256,2,0,0,0.0127595,1305891
524288,256,2,0,1,0.0108765,2318351
524288,256,2,1,0,0.0127595,1301271
524288,256,2,1,1,0.0108765,1300171
524288,1,4,0,0,0.153595,1768871
524288,1,4,0,1,0.118172,2730731
524288,1,4,1,0,0.153595,1768711
524288,1,4,1,1,0.118172,1756651
524288,2,4,0,0,0.153595,1768871
524288,2,4,0,1,0.118172,2730731
524288,2,4,1,0,0.153595,1768711
524288,2,4,1,1,0.118172,1756651
524288,4,4,0,0,0.153595,1768871
524288,4,4,0,1,0.118172,2730731
524288,4,4,1,0,0.153595,1768711
524288,4,4,1,1,0.118172,1756651
524288,8,4,0,0,0.153595,1768871
524288,8,4,0,1,0.118172,2730731
524288,8,4,1,0,0.153595,1768711
524288,8,4,1,1,0.118172,1756651
524288,16,4,0,0,0.105017,1650731
524288,16,4,0,1,0.0915348,2620431
524288,16,4,1,0,0.105017,1650531
524288,16,4,1,1,0.0915348,1639671
524288,32,4,0,0,0.072215,1540471
524288,32,4,0,1,0.0651345,2530311
524288,32,4,1,0,0.072215,1540111
524288,32,4,1,1,0.0651345,1533211
524288,64,4,0,0,0.0376981,1408211
524288,64,4,0,1,0.0337344,2401351
524288,64,4,1,0,0.0376981,1407511
524288,64,4,1,1,0.0337344,1395451
524288,128,4,0,0,0.0192897,1332571
524288,128,4,0,1,0.0173895,2338811
524288,128,4,1,0,0.0192897,1331411
524288,128,4,1,1,0.0173895,1325891
524288,256,4,0,0,0.00972869,1293551
524288,256,4,0,1,0.00900645,2309051
524288,256,4,1,0,0.00972869,1292431
524288,256,4,1,1,0.00900645,1291491
524288,1,8,0,0,0.15323,1767091
524288,1,8,0,1,0.117772,2728891
524288,1,8,1,0,0.15323,1767091
524288,1,8,1,1,0.117772,1754791
524288,2,8,0,0,0.15323,1767091
524288,2,8,0,1,0.117772,2728891
524288,2,8,1,0,0.15323,1767091
524288,2,8,1,1,0.117772,1754791
524288,4,8,0,0,0.15323,1767091
524288,4,8,0,1,0.117772,2728891
524288,4,8,1,0,0.15323,1767091
524288,4,8,1,1,0.117772,1754791
524288,8,8,0,0,0.15323,1767091
524288,8,8,0,1,0.117772,2728891
524288,8,8,1,0,0.15323,1767091
524288,8,8,1,1,0.117772,1754791
524288,16,8,0,0,0.105008,1650691
524288,16,8,0,1,0.0916036,2620771
524288,16,8,1,0,0.105008,1650631
524288,16,8,1,1,0.0916036,1639911
524288,32,8,0,0,0.0725847,1542331
524288,32,8,0,1,0.0660072,2534131
524288,32,8,1,0,0.0725847,1542131
524288,32,8,1,1,0.0660072,1537191
524288,64,8,0,0,0.0383645,1411431
524288,64,8,0,1,0.0344352,2404811
524288,64,8,1,0,0.0383645,1410731
524288,64,8,1,1,0.0344352,1398731
524288,128,8,0,0,0.0194316,1333231
524288,128,8,0,1,0.0176303,2339871
524288,128,8,1,0,0.0194316,1332471
524288,128,8,1,1,0.0176303,1326951
524288,256,8,0,0,0.00970719,1292831
524288,256,8,0,1,0.00902365,2308511
524288,256,8,1,0,0.00970719,1292471
524288,256,8,1,1,0.00902365,1291371
524288,1,16,0,0,0.15317,1766811
524288,1,16,0,1,0.117548,2727951
524288,1,16,1,0,0.15317,1766811
524288,1,16,1,1,0.117548,1753711
524288,2,16,0,0,0.15317,1766811
524288,2,16,0,1,0.117548,2727951
524288,2,16,1,0,0.15317,1766811
524288,2,16,1,1,0.117548,1753711
524288,4,16,0,0,0.15317,1766811
524288,4,16,0,1,0.117548,2727951
524288,4,16,1,0,0.15317,1766811
524288,4,16,1,1,0.117548,1753711
524288,8,16,0,0,0.15317,1766811
524288,8,16,0,1,0.117548,2727951
524288,8,16,1,0,0.15317,1766811
524288,8,16,1,1,0.117548,1753711
524288,16,16,0,0,0.104178,1646811
524288,16,16,0,1,0.0905417,2615991
524288,16,16,1,0,0.104178,1646811
524288,16,16,1,1,0.0905417,1634911
524288,32,16,0,0,0.0709855,1534771
524288,32,16,0,1,0.0638061,2524251
524288,32,16,1,0,0.0709855,1534771
524288,32,16,1,1,0.0638061,1526871
524288,64,16,0,0,0.0363052,1401411
524288,64,16,0,1,0.0324146,2394931
524288,64,16,1,0,0.0363052,1401411
524288,64,16,1,1,0.0324146,1389171
524288,128,16,0,0,0.0182279,1326911
524288,128,16,0,1,0.0163922,2333351
524288,128,16,1,0,0.0182279,1326911
524288,128,16,1,1,0.0163922,1321111
524288,256,16,0,0,0.00898926,1289171
524288,256,16,0,1,0.00827562,2304671
524288,256,16,1,0,0.00898926,1289171
524288,256,16,1,1,0.00827562,1287891
524288,1,32,0,0,0.15317,1766811
524288,1,32,0,1,0.117548,2727951
524288,1,32,1,0,0.15317,1766811
524288,1,32,1,1,0.117548,1753711
524288,2,32,0,0,0.15317,1766811
524288,2,32,0,1,0.117548,2727951
524288,2,32,1,0,0.15317,1766811
524288,2,32,1,1,0.117548,1753711
524288,4,32,0,0,0.15317,1766811
524288,4,32,0,1,0.117548,2727951
524288,4,32,1,0,0.15317,1766811
524288,4,32,1,1,0.117548,1753711
524288,8,32,0,0,0.15317,1766811
524288,8,32,0,1,0.117548,2727951
524288,8,32,1,0,0.15317,1766811
524288,8,32,1,1,0.117548,1753711
524288,16,32,0,0,0.104178,1646811
524288,16,32,0,1,0.0905417,2615991
524288,16,32,1,0,0.104178,1646811
524288,16,32,1,1,0.0905417,1634911
524288,32,32,0,0,0.0709855,1534771
524288,32,32,0,1,0.0637502,2523991
524288,32,32,1,0,0.0709855,1534771
524288,32,32,1,1,0.0637502,1526591
524288,64,32,0,0,0.0362623,1401211
524288,64,32,0,1,0.0323716,2394731
524288,64,32,1,0,0.0362623,1401211
524288,64,32,1,1,0.0323716,1388971
524288,128,32,0,0,0.0181892,1326731
524288,128,32,0,1,0.0163535,2333171
524288,128,32,1,0,0.0181892,1326731
524288,128,32,1,1,0.0163535,1320931
524288,256,32,0,0,0.00895486,1289011
524288,256,32,0,1,0.00824123,2304511
524288,256,32,1,0,0.00895486,1289011
524288,256,32,1,1,0.00824123,1287731
1048576,1,1,0,0,0.15317,1766811
1048576,1,1,0,1,0.117548,2727951
1048576,1,1,1,0,0.15317,1766811
1048576,1,1,1,1,0.117548,1753711
1048576,2,1,0,0,0.15317,1766811
1048576,2,1,0,1,0.117548,2727951
1048576,2,1,1,0,0.15317,1766811
1048576,2,1,1,1,0.117548,1753711
1048576,4,1,0,0,0.15317,1766811
1048576,4,1,0,1,0.117548,2727951
1048576,4,1,1,0,0.15317,1766811
1048576,4,1,1,1,0.117548,1753711
1048576,8,1,0,0,0.15317,1766811
1048576,8,1,0,1,0.117548,2727951
1048576,8,1,1,0,0.15317,1766811
1048576,8,1,1,1,0.117548,1753711
1048576,16,1,0,0,0.104178,1646811
1048576,16,1,0,1,0.0905417,2615991
1048576,16,1,1,0,0.104178,1646811
1048576,16,1,1,1,0.0905417,1634911
1048576,32,1,0,0,0.0709855,1534771
1048576,32,1,0,1,0.0637502,2523991
1048576,32,1,1,0,0.0709855,1534771
1048576,32,1,1,1,0.0637502,1526591
1048576,64,1,0,0,0.0362623,1401211
1048576,64,1,0,1,0.0323716,2394731
1048576,64,1,1,0,0.0362623,1401211
1048576,64,1,1,1,0.0323716,1388971
1048576,128,1,0,0,0.0181892,1326731
1048576,128,1,0,1,0.0163535,2333171
1048576,128,1,1,0,0.0181892,1326731
1048576,128,1,1,1,0.0163535,1320931
1048576,256,1,0,0,0.00895486,1289011
1048576,256,1,0,1,0.00824123,2304511
1048576,256,1,1,0,0.00895486,1289011
1048576,256,1,1,1,0.00824123,1287731
1048576,1,2,0,0,0.15317,1766811
1048576,1,2,0,1,0.117548,2727951
1048576,1,2,1,0,0.15317,1766811
1048576,1,2,1,1,0.117548,1753711
1048576,2,2,0,0,0.15317,1766811
1048576,2,2,0,1,0.117548,2727951
1048576,2,2,1,0,0.15317,1766811
1048576,2,2,1,1,0.117548,1753711
1048576,4,2,0,0,0.15317,1766811
1048576,4,2,0,1,0.117548,2727951
1048576,4,2,1,0,0.15317,1766811
1048576,4,2,1,1,0.117548,1753711
1048576,8,2,0,0,0.15317,1766811
1048576,8,2,0,1,0.117548,2727951
1048576,8,2,1,0,0.15317,1766811
1048576,8,2,1,1,0.117548,1753711
1048576,16,2,0,0,0.104178,1646811
1048576,16,2,0,1,0.0905417,2615991
1048576,16,2,1,0,0.104178,1646811
1048576,16,2,1,1,0.0905417,1634911
1048576,32,2,0,0,0.0709855,1534771
1048576,32,2,0,1,0.0637502,2523991
1048576,32,2,1,0,0.0709855,1534771
1048576,32,2,1,1,0.0637502,1526591
1048576,64,2,0,0,0.0362623,1401211
1048576,64,2,0,1,0.0323716,2394731
1048576,64,2,1,0,0.0362623,1401211
1048576,64,2,1,1,0.0323716,1388971
1048576,128,2,0,0,0.0181892,1326731
1048576,128,2,0,1,0.0163535,2333171
1048576,128,2,1,0,0.0181892,1326731
1048576,128,2,1,1,0.0163535,1320931
1048576,256,2,0,0,0.00895486,1289011
1048576,256,2,0,1,0.00824123,2304511
1048576,256,2,1,0,0.00895486,1289011
1048576,256,2,1,1,0.00824123,1287731
1048576,1,4,0,0,0.15317,1766811
1048576,1,4,0,1,0.117548,2727951
1048576,1,4,1,0,0.15317,1766811
1048576,1,4,1,1,0.117548,1753711
1048576,2,4,0,0,0.15317,1766811
1048576,2,4,0,1,0.117548,2727951
1048576,2,4,1,0,0.15317,1766811
1048576,2,4,1,1,0.117548,1753711
1048576,4,4,0,0,0.15317,1766811
1048576,4,4,0,1,0.117548,2727951
1048576,4,4,1,0,0.15317,1766811
1048576,4,4,1,1,0.117548,1753711
1048576,8,4,0,0,0.15317,1766811
1048576,8,4,0,1,0.117548,2727951
1048576,8,4,1,0,0.15317,1766811
1048576,8,4,1,1,0.117548,1753711
1048576,16,4,0,0,0.104178,1646811
1048576,16,4,0,1,0.0905417,2615991
1048576,16,4,1,0,0.104178,1646811
1048576,16,4,1,1,0.0905417,1634911
1048576,32,4,0,0,0.0709855,1534771
1048576,32,4,0,1,0.0637502,2523991
1048576,32,4,1,0,0.0709855,1534771
1048576,32,4,1,1,0.0637502,1526591
1048576,64,4,0,0,0.0362623,1401211
1048576,64,4,0,1,0.0323716,2394731
1048576,64,4,1,0,0.0362623,1401211
1048576,64,4,1,1,0.0323716,1388971
1048576,128,4,0,0,0.0181892,1326731
1048576,128,4,0,1,0.0163535,2333171
1048576,128,4,1,0,0.0181892,1326731
1048576,128,4,1,1,0.0163535,1320931
1048576,256,4,0,0,0.00895486,1289011
1048576,256,4,0,1,0.00824123,2304511
1048576,256,4,1,0,0.00895486,1289011
1048576,256,4,1,1,0.00824123,1287731
1048576,1,8,0,0,0.15317,1766811
1048576,1,8,0,1,0.117548,2727951
1048576,1,8,1,0,0.15317,1766811
1048576,1,8,1,1,0.117548,1753711
1048576,2,8,0,0,0.15317,1766811
1048576,2,8,0,1,0.117548,2727951
1048576,2,8,1,0,0.15317,1766811
1048576,2,8,1,1,0.117548,1753711
1048576,4,8,0,0,0.15317,1766811
1048576,4,8,0,1,0.117548,2727951
1048576,4,8,1,0,0.15317,1766811
1048576,4,8,1,1,0.117548,1753711
1048576,8,8,0,0,0.15317,1766811
1048576,8,8,0,1,0.117548,2727951
1048576,8,8,1,0,0.15317,1766811
1048576,8,8,1,1,0.117548,1753711
1048576,16,8,0,0,0.104178,1646811
1048576,16,8,0,1,0.0905417,2615991
1048576,16,8,1,0,0.104178,1646811
1048576,16,8,1,1,0.0905417,1634911
1048576,32,8,0,0,0.0709855,1534771
1048576,32,8,0,1,0.0637502,2523991
1048576,32,8,1,0,0.0709855,1534771
1048576,32,8,1,1,0.0637502,1526591
1048576,64,8,0,0,0.0362623,1401211
1048576,64,8,0,1,0.0323716,2394731
1048576,64,8,1,0,0.0362623,1401211
1048576,64,8,1,1,0.0323716,1388971
1048576,128,8,0,0,0.0181892,1326731
1048576,128,8,0,1,0.0163535,2333171
1048576,128,8,1,0,0.0181892,1326731
1048576,128,8,1,1,0.0163535,1320931
1048576,256,8,0,0,0.00895486,1289011
1048576,256,8,0,1,0.00824123,2304511
1048576,256,8,1,0,0.00895486,1289011
1048576,256,8,1,1,0.00824123,1287731
1048576,1,16,0,0,0.15317,1766811
1048576,1,16,0,1,0.117548,2727951
1048576,1,16,1,0,0.15317,1766811
1048576,1,16,1,1,0.117548,1753711
1048576,2,16,0,0,0.15317,1766811
1048576,2,16,0,1,0.117548,2727951
1048576,2,16,1,0,0.15317,1766811
1048576,2,16,1,1,0.117548,1753711
1048576,4,16,0,0,0.15317,1766811
1048576,4,16,0,1,0.117548,2727951
1048576,4,16,1,0,0.15317,1766811
1048576,4,16,1,1,0.117548,1753711
1048576,8,16,0,0,0.15317,1766811
1048576,8,16,0,1,0.117548,2727951
1048576,8,16,1,0,0.15317,1766811
1048576,8,16,1,1,0.117548,1753711
1048576,16,16,0,0,0.104178,1646811
1048576,16,16,0,1,0.0905417,2615991
1048576,16,16,1,0,0.104178,1646811
1048576,16,16,1,1,0.0905417,1634911
1048576,32,16,0,0,0.0709855,1534771
1048576,32,16,0,1,0.0637502,2523991
1048576,32,16,1,0,0.0709855,1534771
1048576,32,16,1,1,0.0637502,1526591
1048576,64,16,0,0,0.0362623,1401211
1048576,64,16,0,1,0.0323716,2394731
1048576,64,16,1,0,0.0362623,1401211
1048576,64,16,1,1,0.0323716,1388971
1048576,128,16,0,0,0.0181892,1326731
1048576,128,16,0,1,0.0163535,2333171
1048576,128,16,1,0,0.0181892,1326731
1048576,128,16,1,1,0.0163535,1320931
1048576,256,16,0,0,0.00895486,1289011
1048576,256,16,0,1,0.00824123,2304511
1048576,256,16,1,0,0.00895486,1289011
1048576,256,16,1,1,0.00824123,1287731
1048576,1,32,0,0,0.15317,1766811
1048576,1,32,0,1,0.117548,2727951
1048576,1,32,1,0,0.15317,1766811
1048576,1,32,1,1,0.117548,1753711
1048576,2,32,0,0,0.15317,1766811
1048576,2,32,0,1,0.117548,2727951
1048576,2,32,1,0,0.15317,1766811
1048576,2,32,1,1,0.117548,1753711
1048576,4,32,0,0,0.15317,1766811
1048576,4,32,0,1,0.117548,2727951
1048576,4,32,1,0,0.15317,1766811
1048576,4,32,1,1,0.117548,1753711
1048576,8,32,0,0,0.15317,1766811
1048576,8,32,0,1,0.117548,2727951
1048576,8,32,1,0,0.15317,1766811
1048576,8,32,1,1,0.117548,1753711
1048576,16,32,0,0,0.104178,1646811
1048576,16,32,0,1,0.0905417,2615991
1048576,16,32,1,0,0.104178,1646811
1048576,16,32,1,1,0.0905417,1634911
1048576,32,32,0,0,0.0709855,1534771
1048576,32,32,0,1,0.0637502,2523991
1048576,32,32,1,0,0.0709855,1534771
1048576,32,32,1,1,0.0637502,1526591
1048576,64,32,0,0,0.0362623,1401211
1048576,64,32,0,1,0.0323716,2394731
1048576,64,32,1,0,0.0362623,1401211
1048576,64,32,1,1,0.0323716,1388971
1048576,128,32,0,0,0.0181892,1326731
1048576,128,32,0,1,0.0163535,2333171
1048576,128,32,1,0,0.0181892,1326731
1048576,128,32,1,1,0.0163535,1320931
1048576,256,32,0,0,0.00895486,1289011
1048576,256,32,0,1,0.00824123,2304511
1048576,256,32,1,0,0.00895486,1289011
1048576,256,32,1,1,0.00824123,1287731
2097152,1,1,0,0,0.15317,1766811
2097152,1,1,0,1,0.117548,2727951
2097152,1,1,1,0,0.15317,1766811
2097152,1,1,1,1,0.117548,1753711
2097152,2,1,0,0,0.15317,1766811
2097152,2,1,0,1,0.117548,2727951
2097152,2,1,1,0,0.15317,1766811
2097152,2,1,1,1,0.117548,1753711
2097152,4,1,0,0,0.15317,1766811
2097152,4,1,0,1,0.117548,2727951
2097152,4,1,1,0,0.15317,1766811
2097152,4,1,1,1,0.117548,1753711
2097152,8,1,0,0,0.15317,1766811
2097152,8,1,0,1,0.117548,2727951
2097152,8,1,1,0,0.15317,1766811
2097152,8,1,1,1,0.117548,1753711
2097152,16,1,0,0,0.104178,1646811
2097152,16,1,0,1,0.0905417,2615991
2097152,16,1,1,0,0.104178,1646811
2097152,16,1,1,1,0.0905417,1634911
2097152,32,1,0,0,0.0709855,1534771
2097152,32,1,0,1,0.0637502,2523991
2097152,32,1,1,0,0.0709855,1534771
2097152,32,1,1,1,0.0637502,1526591
2097152,64,1,0,0,0.0362623,1401211
2097152,64,1,0,1,0.0323716,2394731
2097152,64,1,1,0,0.0362623,1401211
2097152,64,1,1,1,0.0323716,1388971
2097152,128,1,0,0,0.0181892,1326731
2097152,128,1,0,1,0.0163535,2333171
2097152,128,1,1,0,0.0181892,1326731
2097152,128,1,1,1,0.0163535,1320931
2097152,256,1,0,0,0.00895486,1289011
2097152,256,1,0,1,0.00824123,2304511
2097152,256,1,1,0,0.00895486,1289011
2097152,256,1,1,1,0.00824123,1287731
2097152,1,2,0,0,0.15317,1766811
2097152,1,2,0,1,0.117548,2727951
2097152,1,2,1,0,0.15317,1766811
2097152,1,2,1,1,0.117548,1753711
2097152,2,2,0,0,0.15317,1766811
2097152,2,2,0,1,0.117548,2727951
2097152,2,2,1,0,0.15317,1766811
2097152,2,2,1,1,0.117548,1753711
2097152,4,2,0,0,0.15317,1766811
2097152,4,2,0,1,0.117548,2727951
2097152,4,2,1,0,0.15317,1766811
2097152,4,2,1,1,0.117548,1753711
2097152,8,2,0,0,0.15317,1766811
2097152,8,2,0,1,0.117548,2727951
2097152,8,2,1,0,0.15317,1766811
2097152,8,2,1,1,0.117548,1753711
2097152,16,2,0,0,0.104178,1646811
2097152,16,2,0,1,0.0905417,2615991
2097152,16,2,1,0,0.104178,1646811
2097152,16,2,1,1,0.0905417,1634911
2097152,32,2,0,0,0.0709855,1534771
2097152,32,2,0,1,0.0637502,2523991
2097152,32,2,1,0,0.0709855,1534771
2097152,32,2,1,1,0.0637502,1526591
2097152,64,2,0,0,0.0362623,1401211
